example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,,,0,The original content of this audio is:'Sam only gave Mary apples. Sam also gave Ellen apples.',,,0.7234,,2,POS,1,f3,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam also gave Rob apples.',,,0.7283,,1,POS,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,,,0,The original content of this audio is: 'Sam only gave Bill apples. Sam didn't give Mary apples.',,,0.7292,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam also gave Ellen oranges.',,,0.7216,,1,POS,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,,,0,The original content of this audio is: 'Sam only gave Ellen apples. Sam didn't give Tom apples.',,,0.7188,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,,,0,The original content of this audio is: 'Sam only gave Rob bananas. Sam also gave Rob oranges.',,,0.7234,,1,POS,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Bill grapes.',,,0.7216,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,,,0,The original content of this audio is: 'Sam only gave Ellen oranges. Sam didn't give Ellen grapes.',,,0.7172,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,,,0,The original content of this audio is: 'Sam only gave Mary bananas. Sam didn't give Ellen bananas.',,,0.7273,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Tom bananas.',,,0.7216,,1,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,,,0,The original content of this audio is: 'Sam only gave Sue oranges. Sam didn't give Sue grapes.',,,0.7263,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,,,0,The original content of this audio is:'Sam only gave Ellen grapes. Sam also gave Ellen oranges.',,,0.7188,,2,POS,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,,,0,The original content of this audio is: 'Sam only gave Ellen apples. Sam also gave Rob apples.',,,0.7128,,1,POS,1,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam didn't give Mary bananas.',,,0.7245,,1,NEG,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam also gave Tom oranges.',,,0.7158,,1,POS,1,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam didn't give Tom oranges.',,,0.7216,,2,NEG,1,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,,,0,The original content of this audio is: 'Sam only gave Mary grapes. Sam also gave Mary apples.',,,0.7234,,2,POS,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam also gave Mary apples.',,,0.7312,,1,POS,1,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,,,0,The original content of this audio is: 'Sam only gave Bill oranges. Sam also gave Bill bananas.',,,0.7188,,2,POS,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,,,0,The original content of this audio is: 'Sam only gave Ellen bananas. Sam also gave Ellen grapes.',,,0.7113,,2,POS,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,,,0,The original content of this audio is: 'Sam only gave Tom bananas. Sam didn't give Tom oranges.',,,0.7292,,2,NEG,2,f5,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,,,0,The original content of this audio is: 'Sam only gave Rob apples. Sam didn't give Sue apples.',,,0.734,,1,NEG,1,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,,,0,The original content of this audio is: 'Sam only gave sue grapes sam also gave sue oranges.',,,0.7283,,1,POS,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,,,0,The original content of this audio is: 'Sam only gave Sue grapes. Sam didn't give Sue bananas.',,,0.7368,,1,NEG,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,,,0,The original content of this audio is:'Sam only gave Mary grapes. Sam also gave Ellen grapes.',,,0.7234,,2,POS,1,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,,,0,The original content of this audio is: 'Sam only gave Rob oranges. Sam also gave Rob bananas.',,,0.7234,,2,POS,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,,,0,The transcription of the sentence is: 'Sam only gave Sue bananas. Sam didn't give Sue grapes.',,,0.7234,,2,NEG,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,,,0,The original content of this audio is: 'Sam only gave Tom grapes. Sam didn't give Tom apples.',,,0.734,,2,NEG,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,,,0,The original content of this audio is: 'Sam only gave Tom bananas. Sam didn't give Tom grapes.',,,0.7263,,1,NEG,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,,,0,The original content of this audio is: 'Sam only gave Rob apples. Sam also gave Rob grapes.',,,0.7283,,2,POS,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,,,0,The original content of this audio is: 'Sam only gave Ellen grapes. Sam also gave Ellen oranges.',,,0.7216,,1,POS,2,f6,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,,,0,The original content of this audio is:'Sam only gave Bill bananas. Sam also gave Bill grapes.',,,0.7128,,2,POS,2,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,,,0,The original content of this audio is: 'Sam only gave Mary apples. Sam also gave Ellen apples.',,,0.7263,,1,POS,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam also gave Tom apples.',,,0.7283,,2,POS,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,,,0,The original content of this audio is:'Sam only gave Bill grapes. Sam didn't give Bill oranges.',,,0.7292,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,,,0,The original content of this audio is: 'Sam only gave Bill apples. Sam didn't give Bill bananas.',,,0.732,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam didn't give Sue bananas.',,,0.7368,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,,,0,The original content of this audio is: 'Sam only gave Ellen oranges. Sam didn't give Tom oranges.',,,0.7143,,1,NEG,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,,,0,The original content of this audio is: 'Sam only gave Tom apples. Sam didn't give Mary apples.',,,0.7368,,1,NEG,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,,,0,The original content of this audio is:'Sam only gave Tom apples. Sam also gave Bill apples.',,,0.7283,,2,POS,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,,,0,The original content of this audio is: 'Sam only gave Sue bananas. Sam didn't give Tom bananas.',,,0.7292,,2,NEG,1,f7,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,,,0,The original content of this audio is: 'Sam only gave Ellen bananas. Sam also gave Rob bananas.',,,0.7083,,2,POS,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,,,0,The original content of this audio is:'Sam only gave Rob graves. Sam also gave Rob oranges.',,,0.7391,,1,POS,2,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,,,0,The original content of this audio is:'Sam only gave Tom apples. Sam also gave Bill apples.',,,0.7283,,1,POS,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,,,0,The original content of this audio is:'Sam only gave Mary apples. Sam also gave Mary bananas.',,,0.7234,,2,POS,2,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,,,0,The original content of this audio is: 'Sam only gave Ellen oranges. Sam also gave Sue oranges.',,,0.7083,,2,POS,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,,,0,The original content of this audio is: 'Sam only gave Rob oranges. Sam didn't give Rob apples.',,,0.7263,,2,NEG,2,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Ellen bananas.',,,0.7273,,2,NEG,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,,,0,The original content of this audio is: 'Sam only gave Rob bananas. Sam also gave Sue bananas.',,,0.7234,,2,POS,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Mary bananas.',,,0.7245,,2,NEG,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,,,0,The original content of this audio is:'Sam only gave Ellen grapes. Sam didn't give Rob grapes.',,,0.7158,,2,NEG,1,f8,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,,,0,The original content of this audio is: 'Sam only gave Ellen Bananas. Sam also gave Ellen Grapes.',,,0.7113,,1,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,,,0,The original content of this audio is: 'Sam only gave Mary apples. Sam didn't give Mary oranges.',,,0.732,,1,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,,,0,The original content of this audio is: 'Sam only gave Tom bananas. Sam also gave Tom apples.',,,0.7204,,1,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,,,0,The original content of this audio is: 'Sam only gave Mary apples. Sam didn't give Mary grapes.',,,0.7292,,1,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam didn't give Mary apples.',,,0.7216,,2,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,,,0,The original content of this audio is: 'Sam only gave Rob apples. Sam also gave Mary apples.',,,0.7312,,2,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,,,0,The original content of this audio is: 'Sam only gave Rob apples. Sam also gave Tom apples.',,,0.7283,,1,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,,,0,The original content of this audio is: 'Sam only gave Rob oranges. Sam didn't give Rob bananas.',,,0.7292,,2,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,,,0,The original content of this audio is: 'Sam only gave Bill grapes. Sam also gave Rob grapes.',,,0.7204,,2,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,,,0,The original content of this audio is: 'Sam only gave Rob grapes. Sam also gave Rob bananas.',,,0.7312,,2,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,,,0,The original content of this audio is: 'Sam only gave Tom apples. Sam also gave Tom grapes.',,,0.7283,,2,POS,2,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,,,0,The original content of this audio is: 'Sam only gave Mary bananas. Sam didn't give Bill bananas.',,,0.7245,,2,NEG,1,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,,,0,The original content of this audio is:'Sam only gave Mary apples. Sam also gave Mary bananas.',,,0.7234,,1,POS,2,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam didn't give Rob apples.',,,0.734,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam also gave Bill grapes.',,,0.7158,,1,POS,2,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,,,0,The original content of this audio is:'Sam only gave Rob grapes. Sam didn't give Rob apples.',,,0.7312,,2,NEG,2,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,,,0,The original content of this audio is: 'Sam only gave Sue grapes. Sam also gave Tom grapes.',,,0.7283,,1,POS,1,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,,,0,The original content of this audio is:'Sam only gave Ellen grapes Sam didn't give Rob grapes.',,,0.7128,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
