file_id,item_idx,true_A,focus,logic,alternative,S1,S2,p_A,p_B,p_C,pred,correct
f3,4,B,2,NEG,1,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,0.03676511871840785,0.28028291034984515,0.682951970931747,C,0
f3,5,B,2,NEG,1,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,0.002249794397042437,0.016366129009183043,0.9813840765937745,C,0
f3,6,B,1,POS,2,Sam only gave ROB oranges.,Sam also gave Rob apples.,0.12307991041232219,0.7307590841539253,0.14616100543375243,B,1
f3,7,B,1,POS,2,Sam only gave ROB apples.,Sam also gave Rob grapes.,0.15061673988447358,0.7648949296105922,0.08448833050493422,B,1
f3,8,A,1,NEG,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,0.005446814161406805,0.019462089252263146,0.9750910965863301,C,0
f3,9,B,2,POS,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,0.08702275277726831,0.8788986496545903,0.034078597568141404,B,1
f4,0,C,1,POS,1,Sam only gave SUE apples.,Sam also gave Rob apples.,0.05671472947259115,0.9011384613420257,0.0421468091853832,B,0
f4,1,B,2,NEG,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,0.019910549212056233,0.4823883991052829,0.4977010516826609,C,0
f4,2,C,1,POS,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,0.0764382739233418,0.8885657336148136,0.034995992461844594,B,0
f4,3,B,2,NEG,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,0.05318947971487975,0.7228744599490848,0.22393606033603541,B,1
f4,4,B,1,POS,2,Sam only gave ROB bananas.,Sam also gave Rob oranges.,0.0878208161556875,0.9009264497343652,0.011252734109947248,B,1
f4,5,A,2,NEG,2,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,0.03492994463203995,0.6388019291765175,0.3262681261914426,B,0
f4,6,A,2,NEG,2,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,0.008147502858450029,0.2698082490180351,0.7220442481235149,C,0
f4,7,B,2,NEG,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,0.03458932839407752,0.5203401346062955,0.445070536999627,B,1
f4,8,A,1,NEG,1,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,0.028221494079698088,0.349222360412317,0.6225561455079849,C,0
f4,9,A,2,NEG,2,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,0.010873893262053357,0.16486299506798346,0.8242631116699631,C,0
f5,0,C,2,POS,2,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,0.1700836062875235,0.7622618142586348,0.06765457945384164,B,0
f5,1,C,1,POS,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,0.02502644226486032,0.953899180550788,0.021074377184351675,B,0
f5,2,B,1,NEG,2,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,0.029077419984633788,0.1726405862472747,0.7982819937680915,C,0
f5,3,C,1,POS,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,0.06468142095364916,0.8928994695893794,0.04241910945697144,B,0
f5,4,B,2,NEG,1,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,0.078046918776879,0.740488550669424,0.18146453055369702,B,1
f5,5,C,2,POS,2,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,0.1473474582154203,0.8090967152159296,0.04355582656865008,B,0
f5,6,C,1,POS,1,Sam only gave SUE apples.,Sam also gave Mary apples.,0.1309362710087878,0.7896468602119425,0.07941686877926973,B,0
f5,7,C,2,POS,2,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,0.055201959238786374,0.9336703571778256,0.011127683583387924,B,0
f5,8,C,2,POS,2,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,0.12685533961266768,0.8272007006950205,0.045943959692311784,B,0
f5,9,A,2,NEG,2,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,0.04123841373266265,0.47938079313366866,0.47938079313366866,C,0
f6,0,A,1,NEG,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,0.01695629521778071,0.37113898590990135,0.6119047188723179,C,0
f6,1,B,1,POS,2,Sam only gave SUE grapes.,Sam also gave Sue oranges.,0.26261773752592465,0.6011379745327622,0.13624428794131316,B,1
f6,2,B,1,NEG,2,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,0.0011257681397949272,0.022261096657498237,0.9766131352027069,C,0
f6,3,B,2,POS,1,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,0.057062622398959754,0.9066661660844734,0.03627121151656691,B,1
f6,4,C,2,POS,2,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,0.17613799690310764,0.814453815872872,0.009408187224020398,B,0
f6,5,A,2,NEG,2,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,0.009544992211013497,0.5376816544718481,0.4527733533171384,B,0
f6,6,A,2,NEG,2,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,0.011256430527582012,0.4712150620762865,0.5175285073961314,C,0
f6,7,B,1,NEG,2,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,0.03575389792374259,0.6142544757501918,0.3499916263260657,B,1
f6,8,C,2,POS,2,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,0.19477845634422328,0.7948177014591989,0.010403842196577761,B,0
f6,9,B,1,POS,2,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,0.08427994228715481,0.8646016885852255,0.0511183691276197,B,1
f7,0,C,2,POS,2,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,0.12183803528192845,0.8197034367513086,0.058458527966762895,B,0
f7,1,C,1,POS,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,0.05960384943840981,0.9036752889555392,0.03672086160605104,B,0
f7,2,B,2,POS,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,0.05703445082634234,0.8783370535077298,0.06462849566592782,B,1
f7,3,B,1,NEG,2,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,0.007196050166908818,0.10741042370830857,0.8853935261247826,C,0
f7,4,B,1,NEG,2,Sam only gave BILL apples.,Sam didn't give Bill bananas.,0.019562832718157005,0.45580678451109324,0.5246303827707497,C,0
f7,5,B,1,NEG,2,Sam only gave SUE apples.,Sam didn't give Sue bananas.,0.005155209570502384,0.050071166713311195,0.9447736237161865,C,0
f7,6,A,1,NEG,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,0.019087467755815088,0.6728564004179364,0.3080561318262485,B,0
f7,7,A,1,NEG,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,0.014671053524544498,0.14587517978010345,0.8394537666953521,C,0
f7,8,B,2,POS,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,0.03602360670856825,0.9290611121793586,0.03491528111207316,B,1
f7,9,B,2,NEG,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,0.03958091163754536,0.43904285457459663,0.521376233787858,C,0
f8,0,B,2,POS,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,0.2182727452123088,0.7500354568308438,0.03169179795684733,B,1
f8,1,B,1,POS,2,Sam only gave ROB grapes.,Sam also gave Rob oranges.,0.22934518288137376,0.7403353274429472,0.030319489675679084,B,1
f8,2,C,1,POS,1,Sam only gave TOM apples.,Sam also gave Bill apples.,0.04074691090987908,0.9419997619797511,0.017253327110369848,B,0
f8,3,C,2,POS,2,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,0.08845457844287438,0.8795092951235166,0.03203612643360905,B,0
f8,4,B,2,POS,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,0.07022713629254025,0.8965999138104364,0.03317294989702345,B,1
f8,5,A,2,NEG,2,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,0.010859651628451567,0.20976580613695053,0.7793745422345979,C,0
f8,6,B,2,NEG,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,0.039941142080495505,0.23529603264062146,0.724762825278883,C,0
f8,7,B,2,POS,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,0.23026608731605763,0.7550134921503372,0.014720420533605184,B,1
f8,8,B,2,NEG,1,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,0.010598923769127215,0.07186683491078667,0.9175342413200861,C,0
f8,9,B,2,NEG,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,0.02669049709236366,0.16222674917780766,0.8110827537298286,C,0
f9,0,B,1,POS,2,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,0.16578055401536373,0.7546770647020109,0.0795423812826254,B,1
f9,1,B,1,NEG,2,Sam only gave MARY apples.,Sam didn't give Mary oranges.,0.019876834757427745,0.5808862562262053,0.39923690901636705,B,1
f9,2,B,1,POS,2,Sam only gave TOM bananas.,Sam also gave Tom apples.,0.12801919895722585,0.8218477667834085,0.05013303425936563,B,1
f9,3,B,1,NEG,2,Sam only gave MARY apples.,Sam didn't give Mary grapes.,0.030255713301373523,0.4659414630842349,0.5038028236143915,C,0
f9,4,A,2,NEG,2,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,0.01098802813523003,0.24239201580585049,0.7466199560589195,C,0
f9,5,B,2,POS,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,0.1335198110269837,0.7927435547739881,0.07373663419902826,B,1
f9,6,C,1,POS,1,Sam only gave ROB apples.,Sam also gave Tom apples.,0.04603802210073675,0.9246984313317481,0.029263546567515154,B,0
f9,7,A,2,NEG,2,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,0.021750175904539554,0.36217291470477375,0.6160769093906867,C,0
f9,8,B,2,POS,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,0.18868843607777835,0.6284284549650595,0.1828831089571622,B,1
f9,9,C,2,POS,2,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,0.14977923812302285,0.7847870593990246,0.06543370247795255,B,0
f10,0,C,2,POS,2,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,0.17249332266193915,0.785235371587684,0.042271305750376895,B,0
f10,1,B,2,NEG,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,0.08009782987268134,0.8346384836606506,0.08526368646666806,B,1
f10,2,B,1,POS,2,Sam only gave MARY apples.,Sam also gave Mary bananas.,0.12328251650691954,0.8424831649423079,0.03423431855077261,B,1
f10,3,A,1,NEG,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,0.07967519909091451,0.5795972053362365,0.340727595572849,B,0
f10,4,B,1,POS,2,Sam only gave BILL bananas.,Sam also gave Bill grapes.,0.08792733691968943,0.88803466569441,0.02403799738590055,B,1
f10,5,A,2,NEG,2,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,0.01530820249513557,0.42356255338748616,0.5611292441173783,C,0
f10,6,C,1,POS,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,0.09826949049975103,0.7609659590511703,0.14076455044907873,B,0
f10,7,A,1,NEG,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,0.023511747000512964,0.7371656186540753,0.23932263434541182,B,0
f10,8,B,1,POS,2,Sam only gave MARY grapes.,Sam also gave Mary bananas.,0.18424882201366338,0.7287181977065924,0.08703298027974424,B,1
f10,9,A,1,NEG,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,0.026702761183226776,0.7864895799331688,0.1868076588836044,B,0
f11,0,A,1,NEG,1,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,0.02912325351406811,0.7749409844688117,0.1959357620171202,B,0
f11,1,A,1,NEG,1,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,0.033162286355014434,0.7488964278613438,0.21794128578364172,B,0
f11,2,A,1,NEG,1,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,0.015514173353932794,0.11735358429754682,0.8671322423485204,C,0
f11,3,B,1,NEG,2,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,0.014571228137179048,0.2996114195586132,0.6858173523042078,C,0
f11,4,B,1,NEG,2,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,0.006378777588484783,0.2955724547446217,0.6980487676668935,C,0
f11,5,B,1,NEG,2,Sam only gave ROB grapes.,Sam didn't give Rob apples.,0.012869628914580444,0.2564817800816061,0.7306485910038134,C,0
f11,6,C,1,POS,1,Sam only gave BILL apples.,Sam also gave Ellen apples.,0.0879522263225326,0.8745143753164207,0.03753339836104671,B,0
f11,7,C,1,POS,1,Sam only gave ELLEN apples.,Sam also gave Sue apples.,0.08381535027609065,0.873375958485087,0.04280869123882237,B,0
f11,8,C,1,POS,1,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,0.10828916279748238,0.8651734390485629,0.026537398153954683,B,0
f11,9,C,1,POS,1,Sam only gave SUE apples.,Sam also gave Bill apples.,0.06002047757879083,0.924322246641793,0.015657275779416214,B,0
f12,0,B,1,POS,2,Sam only gave BILL grapes.,Sam also gave Bill apples.,0.24640579083714537,0.701944751847903,0.05164945731495173,B,1
f12,1,B,1,POS,2,Sam only gave ROB apples.,Sam also gave Rob bananas.,0.16554438695712279,0.8148380183697045,0.01961759467317273,B,1
f12,2,B,1,POS,2,Sam only gave ROB grapes.,Sam also gave Rob bananas.,0.22323041158330606,0.7551787923610533,0.021590796055640543,B,1
f12,3,B,2,NEG,1,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,0.012371842295383363,0.6807776261301153,0.3068505315745013,B,1
f12,4,B,2,NEG,1,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,0.01800506557452031,0.4679988161815092,0.5139961182439705,C,0
f12,5,B,2,NEG,1,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,0.028562591815439478,0.8217801289133401,0.14965727927122038,B,1
f12,6,B,2,NEG,1,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,0.008333670154913776,0.07968779045227276,0.9119785393928135,C,0
f12,7,A,2,NEG,2,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,0.0242888975439695,0.48785555122801527,0.48785555122801527,C,0
f12,8,A,2,NEG,2,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,0.009545164440165928,0.6958242721038475,0.29463056345598665,B,0
f12,9,A,2,NEG,2,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,0.007497359747463777,0.21570804988466272,0.7767945903678735,C,0
f13,0,B,2,POS,1,Sam only gave Ellen BANANAS.,Sam also gave Tom bananas.,0.1682121241999797,0.8151326202861815,0.016655255513838774,B,1
f13,1,B,2,POS,1,Sam only gave Ellen ORANGES.,Sam also gave Rob oranges.,0.07965248620907389,0.8563449409338721,0.06400257285705398,B,1
f13,2,B,2,POS,1,Sam only gave Rob BANANAS.,Sam also gave Ellen bananas.,0.09516983143498847,0.8615973186060033,0.043232849959008245,B,1
f13,3,B,2,POS,1,Sam only gave Tom BANANAS.,Sam also gave Mary bananas.,0.1223756589358181,0.8233204691988593,0.05430387186532267,B,1
f13,4,C,2,POS,2,Sam only gave Ellen ORANGES.,Sam also gave Ellen apples.,0.12830046746261123,0.8366241364404977,0.035075396096891004,B,0
f13,5,C,2,POS,2,Sam only gave Rob BANANAS.,Sam also gave Rob oranges.,0.09302133456469312,0.8964601055222511,0.01051855991305581,B,0
f13,6,C,2,POS,2,Sam only gave Sue ORANGES.,Sam also gave Sue bananas.,0.09528165588908553,0.889991826214455,0.014726517896459368,B,0
f13,7,C,2,POS,2,Sam only gave Tom APPLES.,Sam also gave Tom bananas.,0.068603794137624,0.903677768748896,0.027718437113479932,B,0
